j0,j1,j2,j3,j4,j5
-1.85179,-1.84726,-1.81899,0.524652,2.56713,0.785394
-1.84298,-1.80465,-1.87515,0.538207,2.51203,0.78539
-1.83136,-1.76189,-1.92934,0.549625,2.45464,0.785391
-1.81663,-1.71898,-1.98147,0.558855,2.39469,0.785391
-1.7985,-1.67589,-2.03154,0.565826,2.33191,0.785392
-1.77665,-1.63259,-2.07948,0.570464,2.266,0.785392
-1.7549,-1.59609,-2.11817,0.572668,2.20784,0.785399
-1.7304,-1.55954,-2.15507,0.573014,2.14734,0.785399
-1.70253,-1.5228,-2.19042,0.571626,2.08387,0.785399
-1.671,-1.48587,-2.22421,0.568486,2.01709,0.785399
-1.63548,-1.44877,-2.25641,0.563583,1.94663,0.785399
-1.59562,-1.41151,-2.287,0.55692,1.87208,0.785399
-1.57393,-1.39285,-2.30168,0.552935,1.83313,0.785399
-1.55101,-1.37417,-2.31594,0.548522,1.79299,0.785399
-1.52681,-1.3555,-2.32978,0.543689,1.75159,0.785398
-1.50127,-1.33685,-2.34319,0.538447,1.70888,0.785398
-1.47434,-1.31825,-2.35615,0.532809,1.6648,0.785398
-1.44597,-1.29972,-2.36867,0.526795,1.61927,0.785398
-1.41611,-1.28129,-2.38072,0.520425,1.57224,0.785398
-1.38471,-1.26301,-2.3923,0.513727,1.52365,0.785398
-1.35173,-1.24492,-2.4034,0.506736,1.47344,0.785398
-1.31715,-1.22708,-2.414,0.499491,1.42156,0.785398
-1.28093,-1.20956,-2.42408,0.492041,1.36798,0.785398
-1.24306,-1.19242,-2.43362,0.484444,1.31265,0.785398
-1.20356,-1.17576,-2.4426,0.476768,1.25558,0.785397
-1.16244,-1.15968,-2.451,0.469094,1.19675,0.785397
-1.11976,-1.14431,-2.45879,0.461513,1.13621,0.785397
-1.07561,-1.12978,-2.46594,0.454133,1.07401,0.785397
-1.03011,-1.11625,-2.47241,0.447075,1.01024,0.785396
-0.983433,-1.10389,-2.47817,0.440475,0.945052,0.785396
-0.935785,-1.0929,-2.48317,0.434481,0.878623,0.785396
-0.887439,-1.08349,-2.48735,0.429253,0.811193,0.785395
-0.838717,-1.07587,-2.49068,0.424959,0.74305,0.785395
-0.789994,-1.07028,-2.49308,0.421766,0.674539,0.785394
-0.741686,-1.06693,-2.49449,0.419835,0.606045,0.785394
-0.694242,-1.06605,-2.49484,0.419305,0.53799,0.785393
-0.648125,-1.06781,-2.49407,0.420289,0.470811,0.785392
-0.603785,-1.07235,-2.49209,0.422854,0.40494,0.785391
-0.561643,-1.07976,-2.48884,0.427013,0.340783,0.785391
-0.52206,-1.09005,-2.48426,0.432721,0.278693,0.78539
-0.485321,-1.10317,-2.47828,0.439869,0.218953,0.785388
-0.451626,-1.11902,-2.47085,0.448288,0.161768,0.785387
-0.421082,-1.1374,-2.46195,0.457763,0.107255,0.785386
-0.393715,-1.15808,-2.45154,0.468035,0.0554526,0.785389
-0.369475,-1.18077,-2.43963,0.478636,0.00632918,0.785569
-0.348257,-1.20529,-2.42618,0.48976,-0.0401966,0.785517
-0.329907,-1.23131,-2.41122,0.500918,-0.0842622,0.785421
-0.314247,-1.25854,-2.39479,0.511724,-0.126025,0.785411
-0.301085,-1.28672,-2.37693,0.522049,-0.165652,0.785406
-0.290226,-1.31565,-2.35766,0.531711,-0.203317,0.785403
-0.281473,-1.34511,-2.33704,0.540555,-0.239196,0.785401
-0.277011,-1.37484,-2.31389,0.547134,-0.271089,0.785397
-0.272548,-1.40457,-2.29073,0.553713,-0.302981,0.785394
-0.268086,-1.43429,-2.26758,0.560291,-0.334874,0.78539
-0.265464,-1.45175,-2.25399,0.564155,-0.353606,0.785388
-0.263936,-1.49115,-2.21959,0.569158,-0.392295,0.785391
-0.264468,-1.53087,-2.18291,0.572197,-0.429791,0.785393
-0.266885,-1.57086,-2.14394,0.573207,-0.466294,0.785394
-0.271033,-1.61106,-2.10267,0.572145,-0.501976,0.785395
-0.276776,-1.65147,-2.0591,0.568984,-0.536988,0.785396
-0.283441,-1.69209,-2.01294,0.563429,-0.572009,0.785401
