j0,j1,j2,j3,j4,j5
-1.45241,-2.04216,-1.42735,3.4695,-2.76794,-2.35621
-1.45222,-1.99994,-1.49076,3.49069,-2.72355,-2.35621
-1.4509,-1.96037,-1.54854,3.5089,-2.68027,-2.3562
-1.44804,-1.92135,-1.604,3.52534,-2.636,-2.3562
-1.44358,-1.8828,-1.65724,3.54004,-2.59066,-2.3562
-1.43741,-1.84466,-1.70837,3.55303,-2.54416,-2.3562
-1.42942,-1.80687,-1.75747,3.56433,-2.49639,-2.3562
-1.41949,-1.76936,-1.80461,3.57397,-2.44721,-2.3562
-1.40748,-1.7321,-1.84985,3.58195,-2.39649,-2.3562
-1.39327,-1.69505,-1.89324,3.58828,-2.34408,-2.3562
-1.37669,-1.65817,-1.93481,3.59298,-2.2898,-2.3562
-1.35757,-1.62146,-1.97458,3.59604,-2.23345,-2.3562
-1.33572,-1.5849,-2.01258,3.59748,-2.17485,-2.3562
-1.31095,-1.54848,-2.04882,3.59731,-2.11375,-2.3562
-1.28305,-1.51224,-2.08331,3.59555,-2.04992,-2.35619
-1.25178,-1.47621,-2.11603,3.59224,-1.98308,-2.35619
-1.21689,-1.44043,-2.14699,3.58742,-1.91295,-2.35619
-1.17815,-1.405,-2.17616,3.58116,-1.83923,-2.35619
-1.15724,-1.38744,-2.19008,3.57752,-1.80092,-2.35619
-1.13528,-1.37002,-2.20353,3.57355,-1.7616,-2.35619
-1.11222,-1.35275,-2.21653,3.56927,-1.72123,-2.35619
-1.08804,-1.33565,-2.22906,3.56471,-1.67976,-2.35619
-1.06271,-1.31876,-2.24112,3.55988,-1.63716,-2.35619
-1.0362,-1.3021,-2.2527,3.5548,-1.5934,-2.35619
-1.0085,-1.28571,-2.26379,3.54951,-1.54844,-2.35619
-0.979582,-1.26964,-2.2744,3.54403,-1.50225,-2.35619
-0.949443,-1.25391,-2.2845,3.53841,-1.45481,-2.35619
-0.918077,-1.2386,-2.29408,3.53268,-1.40611,-2.35619
-0.885491,-1.22375,-2.30314,3.52689,-1.35613,-2.35619
-0.851701,-1.20942,-2.31166,3.52109,-1.30487,-2.35619
-0.816738,-1.1957,-2.31963,3.51533,-1.25236,-2.35619
-0.780648,-1.18266,-2.32702,3.50968,-1.19861,-2.35619
-0.743494,-1.17038,-2.33382,3.5042,-1.14367,-2.35619
-0.705358,-1.15897,-2.34001,3.49898,-1.0876,-2.35619
-0.666348,-1.14852,-2.34556,3.49408,-1.0305,-2.35619
-0.626592,-1.13914,-2.35045,3.4896,-0.972453,-2.35619
-0.586245,-1.13097,-2.35465,3.48561,-0.913604,-2.35619
-0.545488,-1.12411,-2.35811,3.48222,-0.854107,-2.35619
-0.504528,-1.11869,-2.36081,3.4795,-0.794142,-2.35619
-0.463593,-1.11484,-2.36271,3.47755,-0.733914,-2.35619
-0.422934,-1.11269,-2.36376,3.47645,-0.673647,-2.35619
-0.382812,-1.11234,-2.36392,3.47626,-0.613581,-2.35619
-0.3435,-1.1139,-2.36314,3.47704,-0.553963,-2.35619
-0.305266,-1.11746,-2.36136,3.47882,-0.495043,-2.35619
-0.268371,-1.12308,-2.35855,3.48162,-0.437063,-2.35619
-0.233055,-1.13078,-2.35463,3.48542,-0.380247,-2.35619
-0.19953,-1.14059,-2.34958,3.49017,-0.324797,-2.35619
-0.167975,-1.15247,-2.34333,3.4958,-0.270883,-2.35619
-0.138528,-1.16636,-2.33586,3.50222,-0.218641,-2.35619
-0.111284,-1.18219,-2.32711,3.50929,-0.168166,-2.35619
-0.086298,-1.19982,-2.31707,3.51689,-0.119518,-2.35618
-0.0635854,-1.21915,-2.30572,3.52483,-0.0727205,-2.35616
-0.0431257,-1.24002,-2.29301,3.53288,-0.0277634,-2.35604
-0.024869,-1.26245,-2.27886,3.54041,0.0153898,-2.35529
-0.00873933,-1.28564,-2.26365,3.54925,0.0568031,-2.35615
0.00253088,-1.31078,-2.24551,3.55625,0.0937195,-2.35616
0.0173456,-1.33513,-2.22925,3.56437,0.134178,-2.35619
0.0269568,-1.36135,-2.2096,3.57094,0.170102,-2.35619
0.0348051,-1.38277,-2.19355,3.57631,0.199436,-2.35619
0.0410245,-1.41061,-2.1707,3.58131,0.233184,-2.35619
0.0472439,-1.43846,-2.14786,3.58631,0.266931,-2.35619
0.0476116,-1.44011,-2.14651,3.58661,0.268927,-2.35619
0.0526025,-1.46839,-2.12253,3.59091,0.30182,-2.35618
0.0531352,-1.47141,-2.11997,3.59137,0.305331,-2.35618
0.0536728,-1.47451,-2.11734,3.59183,0.308926,-2.35618
