x,y,z,Mx,My,Mz
0.389918,-0.576602,1.098221,0.033627,-0.046295,0.047828
0.409918,-0.446602,0.418224,0.030627,-0.043295,0.047828
0.459918,-0.456602,0.148224,0.028627,-0.041295,0.046828
0.629918,-0.756602,0.258224,0.043627,-0.027295,0.043828
0.529919,-0.676602,0.358223,0.037627,-0.036295,0.044828
0.489918,-0.496602,0.488224,0.028627,-0.048295,0.045828
0.619918,-0.586602,0.238224,0.036627,-0.034295,0.047828
0.399919,-0.426602,0.328224,0.020627,-0.046295,0.049828
0.399919,-0.416602,0.258224,0.026627,-0.044295,0.048828
0.549918,-0.606602,0.178223,0.043627,-0.030295,0.047828
0.409918,-0.476602,0.378223,0.029627,-0.042295,0.048828
0.229918,-0.326602,0.558224,0.017627,-0.055295,0.049828
0.399919,-0.526602,0.608223,0.035627,-0.041295,0.048828
0.139918,-0.326602,0.858223,0.018627,-0.057295,0.047828
0.329918,-0.486602,-0.021778,0.021627,-0.039295,0.044828
0.429918,-0.536602,0.328224,0.026627,-0.040295,0.045828
0.569919,-0.646602,0.338223,0.035627,-0.035295,0.046828
0.569919,-0.636602,0.788223,0.037627,-0.040295,0.047828
0.429918,-0.416602,0.558224,0.035627,-0.040295,0.047828
0.379918,-0.536602,0.698223,0.040627,-0.037295,0.046828
0.359919,-0.526602,0.298222,0.032627,-0.039295,0.046828
0.439919,-0.506602,0.188221,0.034627,-0.038295,0.047828
0.369918,-0.366602,0.178223,0.023627,-0.052295,0.049828
0.609919,-0.596602,0.448223,0.042627,-0.042295,0.048828
0.379918,-0.316602,0.288223,0.027627,-0.047295,0.047828
0.419918,-0.366602,0.338223,0.031627,-0.040295,0.044828
0.439919,-0.296602,-0.191776,0.021627,-0.040295,0.046828
0.519918,-0.496602,0.378223,0.029627,-0.039295,0.047828
0.379918,-0.326602,0.218224,0.020627,-0.044295,0.047828
0.429918,-0.416602,0.478222,0.027627,-0.041295,0.046828
0.439919,-0.416602,0.558224,0.028627,-0.046295,0.046828
0.449918,-0.446602,0.658222,0.030627,-0.047295,0.048828
0.549918,-0.506602,0.208221,0.035627,-0.041295,0.048828
0.339918,-0.276602,0.328224,0.019627,-0.057295,0.047828
0.419918,-0.396602,0.428223,0.027627,-0.047295,0.046828
0.209918,-0.246602,0.528221,0.011627,-0.059295,0.048828
0.489918,-0.576602,0.158222,0.033627,-0.032295,0.047828
0.489918,-0.466602,0.058224,0.030627,-0.034295,0.046828
0.379918,-0.316602,0.198223,0.024627,-0.043295,0.045828
0.309918,-0.246602,0.368221,0.021627,-0.049295,0.045828
0.629918,-0.606602,0.338223,0.044627,-0.033295,0.043828
0.509918,-0.666602,0.418224,0.038627,-0.037295,0.043828
0.349918,-0.536602,0.278221,0.029627,-0.041295,0.044828
-0.090082,-0.206602,0.618221,0.001627,-0.065295,0.046828
0.259918,-0.666602,0.428223,0.025627,-0.040295,0.045828
0.309918,-0.506602,0.638222,0.018627,-0.053295,0.046828
0.469918,-0.576602,0.618221,0.030627,-0.043295,0.046828
0.639918,-0.606602,0.198223,0.040627,-0.031295,0.046828
0.339918,-0.226602,0.218224,0.018627,-0.050295,0.046828
0.449918,-0.596602,0.728222,0.036627,-0.037295,0.044828
0.209918,-0.356602,0.598221,0.012627,-0.056295,0.046828
0.359919,-0.526602,0.658222,0.028627,-0.045295,0.047828
0.349918,-0.436602,0.128223,0.029627,-0.039295,0.047828
0.329918,-0.386602,0.508224,0.031627,-0.043295,0.046828
0.389918,-0.416602,0.558224,0.028627,-0.048295,0.047828
0.499918,-0.476602,0.108223,0.030627,-0.041295,0.048828
0.489918,-0.536602,0.528221,0.032627,-0.040295,0.046828
0.509918,-0.666602,0.488224,0.032627,-0.036295,0.045828
0.309918,-0.466602,0.418224,0.017627,-0.047295,0.045828
0.309918,-0.476602,0.888222,0.023627,-0.049295,0.045828
0.489918,-0.576602,0.268223,0.025627,-0.044295,0.045828
0.389918,-0.506602,0.378223,0.014627,-0.055295,0.045828
0.489918,-0.666602,0.628223,0.023627,-0.049295,0.046828
0.409918,-0.576602,0.318222,0.018627,-0.049295,0.047828
0.379918,-0.566602,0.298222,0.021627,-0.047295,0.047828
0.699918,-0.826602,0.388222,0.048627,-0.026295,0.045828
0.399919,-0.406602,0.558224,0.033627,-0.044295,0.046828
0.249918,-0.236602,0.378223,0.024627,-0.049295,0.046828
0.339918,-0.346602,0.138222,0.024627,-0.043295,0.045828
0.329918,-0.486602,0.508224,0.025627,-0.044295,0.045828
0.309918,-0.456602,0.108223,0.021627,-0.044295,0.046828
0.359919,-0.466602,0.378223,0.025627,-0.047295,0.046828
0.129918,-0.176602,0.618221,0.005627,-0.066295,0.047828
0.319919,-0.356602,0.348221,0.019627,-0.052295,0.048828
0.299918,-0.356602,0.578224,0.015627,-0.059295,0.048828
0.489918,-0.436602,0.598221,0.026627,-0.053295,0.047828
0.529919,-0.376602,0.258224,0.029627,-0.044295,0.047828
0.459918,-0.386602,-0.031776,0.025627,-0.039295,0.046828
0.289918,-0.316602,0.338223,0.018627,-0.050295,0.045828
0.249918,-0.336602,0.248222,0.018627,-0.050295,0.045828
0.239918,-0.456602,0.808224,0.023627,-0.051295,0.045828
0.299918,-0.456602,0.548222,0.028627,-0.044295,0.044828
0.339918,-0.446602,0.318222,0.030627,-0.042295,0.044828
0.309918,-0.376602,0.608223,0.029627,-0.049295,0.044828
0.269918,-0.276602,0.298222,0.025627,-0.048295,0.045828
0.409918,-0.426602,0.218224,0.035627,-0.036295,0.045828
0.339918,-0.346602,0.288223,0.023627,-0.047295,0.045828
0.449918,-0.546602,0.608223,0.028627,-0.046295,0.045828
0.529919,-0.596602,0.168224,0.040627,-0.029295,0.046828
0.349918,-0.356602,0.238224,0.028627,-0.040295,0.046828
0.449918,-0.506602,0.608223,0.032627,-0.043295,0.047828
0.329918,-0.486602,0.828224,0.023627,-0.052295,0.046828
0.409918,-0.576602,0.218224,0.024627,-0.042295,0.045828
0.319919,-0.466602,0.488224,0.017627,-0.051295,0.046828
0.429918,-0.586602,0.608223,0.024627,-0.048295,0.045828
0.459918,-0.496602,0.228222,0.020627,-0.048295,0.045828
0.359919,-0.346602,0.378223,0.018627,-0.050295,0.045828
0.379918,-0.466602,0.178223,0.024627,-0.040295,0.046828
0.239918,-0.436602,0.648224,0.020627,-0.048295,0.045828
0.379918,-0.406602,0.258224,0.029627,-0.039295,0.045828
0.369918,-0.336602,0.538223,0.025627,-0.048295,0.046828
0.549918,-0.676602,0.448223,0.041627,-0.032295,0.046828
