x,y,z,Mx,My,Mz
0.379963,2.935349,4.017998,-0.032055,0.12204,-0.183222
0.279963,2.505349,4.357994,-0.025055,0.12604,-0.186222
0.529963,1.845349,3.757996,-0.018055,0.17404,-0.177222
0.259962,2.525349,3.137993,-0.046055,0.16504,-0.178222
0.719963,2.015349,3.367996,-0.028055,0.20204,-0.193222
0.179962,2.155349,4.077995,-0.082055,0.17204,-0.183222
0.489962,1.775349,3.797997,-0.028055,0.18804,-0.183222
0.519962,1.835349,3.487991,-0.008055,0.18404,-0.183222
-0.210037,2.615349,4.457993,-0.074055,0.11504,-0.175222
0.079962,2.365349,3.547997,-0.058055,0.13704,-0.185222
1.419962,0.705349,3.517998,0.008945,0.23504,-0.190222
0.519962,1.725349,4.337997,-0.109055,0.14504,-0.181222
0.179962,2.495349,4.127998,-0.092055,0.10204,-0.191222
1.689962,0.795349,3.667992,0.066945,0.21404,-0.185222
0.269962,2.065349,4.247993,-0.073055,0.10004,-0.172222
0.219963,2.175349,4.367996,-0.086055,0.09804,-0.188222
0.239962,2.165349,4.157997,-0.067055,0.15304,-0.189222
0.219963,2.015349,3.497993,-0.062055,0.20404,-0.180222
0.279963,1.755349,3.517998,-0.072055,0.19704,-0.190222
-1.050037,3.155349,4.367996,-0.200056,0.08404,-0.184222
0.169962,1.585349,3.527992,-0.071055,0.18304,-0.186222
0.969963,1.265349,3.267998,0.007945,0.23204,-0.182222
0.089962,2.745349,4.067993,-0.069055,0.12504,-0.175222
0.079962,2.675349,4.597992,-0.089055,0.08404,-0.193222
1.109962,1.545349,4.057999,0.000945,0.15504,-0.186222
0.309963,2.335349,4.477997,-0.031055,0.11504,-0.164222
-0.100039,2.565349,4.497993,-0.074055,0.08604,-0.178222
0.719963,1.475349,3.787994,-0.034055,0.13004,-0.180222
0.719963,1.245349,3.697998,-0.049055,0.15804,-0.170222
0.639963,1.055349,4.197998,-0.052055,0.18704,-0.176222
-0.370037,2.255349,4.177994,-0.155055,0.10304,-0.171222
0.449963,1.465349,3.957993,-0.094055,0.14704,-0.181222
1.589962,0.655349,3.147995,0.045945,0.25404,-0.181222
-0.060038,2.535349,4.017998,-0.035055,0.15004,-0.163222
-0.440037,2.695349,4.437996,-0.080055,0.14704,-0.177222
0.749962,1.085349,3.617996,0.001945,0.26704,-0.180222
0.399961,1.505349,3.757996,-0.031055,0.19204,-0.164222
-0.440037,2.455349,4.357994,-0.102055,0.08804,-0.176222
-0.520039,2.505349,3.937996,-0.082055,0.10104,-0.178222
0.159962,1.845349,3.527992,-0.003055,0.16404,-0.170222
0.199963,1.685349,3.787994,-0.004055,0.19204,-0.168222
-0.700037,2.855349,3.907997,-0.100055,0.14004,-0.166222
-0.530037,2.835349,4.177994,-0.084055,0.13704,-0.179222
1.149961,1.565349,3.507996,0.031945,0.22604,-0.175222
1.249962,1.795349,3.907997,-5.5e-05,0.19604,-0.166222
0.379963,2.675349,4.687996,-0.088055,0.12004,-0.182222
0.579962,2.695349,4.237991,-0.079055,0.10104,-0.182222
0.979961,1.615349,4.217995,-0.032055,0.12304,-0.173222
1.009962,0.805349,4.067993,-0.008055,0.17504,-0.173222
-0.810038,2.525349,4.487991,-0.126055,0.09404,-0.169222
-0.360037,1.775349,3.907997,-0.074055,0.13304,-0.182222
0.989962,0.615349,3.667992,0.019945,0.19704,-0.181222
0.579962,1.385349,3.677994,0.003945,0.18704,-0.172222
-0.150038,2.245349,4.467995,-0.045055,0.14704,-0.176222
0.219963,1.885349,4.767998,-0.040055,0.14904,-0.181222
0.929962,1.105349,4.177994,-5.5e-05,0.19304,-0.180222
0.249962,1.765349,4.567993,-0.039055,0.15504,-0.176222
0.269962,1.935349,4.667992,-0.036055,0.15104,-0.178222
0.099962,2.255349,5.267998,-0.069055,0.11904,-0.178222
0.439962,1.775349,4.467995,-0.042055,0.15904,-0.178222
0.379963,1.775349,4.807999,-0.054055,0.12104,-0.179222
0.659962,1.555349,4.577995,-0.046055,0.10504,-0.181222
0.599962,1.585349,4.507996,-0.067055,0.10104,-0.182222
0.949963,0.645349,4.537994,-0.059055,0.13904,-0.184222
0.749962,0.215349,4.747993,-0.048055,0.16304,-0.183222
0.149961,1.405349,4.797997,-0.072055,0.13704,-0.181222
0.429962,2.105349,4.397995,-0.033055,0.14404,-0.180222
-0.110037,2.745349,4.977997,-0.028055,0.12204,-0.174222
0.279963,2.035349,5.507996,0.013945,0.15204,-0.174222
-0.080038,2.325349,5.087997,-0.007055,0.13504,-0.173222
0.109962,1.855349,4.467995,-0.005055,0.16304,-0.176222
0.079962,1.815349,4.887993,-0.041055,0.15104,-0.178222
0.079962,2.015349,4.657997,-0.056055,0.14904,-0.178222
0.199963,1.695349,4.437996,-0.042055,0.18004,-0.179222
-0.100039,1.905349,4.007996,-0.026055,0.18304,-0.180222
-0.340038,2.215349,4.527992,-0.007055,0.16504,-0.178222
-0.140038,1.845349,4.397995,-0.048055,0.14704,-0.178222
0.769962,1.065349,3.687996,-0.069055,0.16004,-0.184222
0.659962,1.835349,3.917992,-0.032055,0.16304,-0.184222
-0.260038,3.225349,3.077995,-0.020055,0.15104,-0.177222
0.299963,2.535349,3.567993,0.021945,0.17204,-0.180222
0.319962,2.715349,4.147995,-0.020055,0.11704,-0.178222
0.769962,2.415349,4.267998,-0.012055,0.14204,-0.179222
0.249962,2.625349,4.837997,-0.057055,0.14204,-0.178222
0.499962,1.925349,4.947998,-0.066055,0.15604,-0.180222
0.479961,1.165349,5.127998,-0.096055,0.15704,-0.185222
-0.100039,1.005349,4.747993,-0.100055,0.14104,-0.184222
-0.070038,1.805349,4.017998,-0.057055,0.12204,-0.184222
-0.030037,2.695349,4.157997,-0.033055,0.12004,-0.187222
0.769962,1.905349,4.187996,0.034945,0.18204,-0.184222
0.109962,2.625349,4.527992,-0.067055,0.11204,-0.175222
0.649961,1.755349,5.017998,-0.052055,0.15004,-0.183222
0.719963,1.735349,4.637993,-0.034055,0.15604,-0.185222
1.049963,1.525349,4.057999,-0.016055,0.15104,-0.183222
0.729961,1.775349,5.377998,-0.056055,0.10004,-0.178222
0.919962,1.245349,4.847992,-0.014055,0.14404,-0.181222
-0.030037,1.625349,5.077995,-0.040055,0.15004,-0.182222
-0.350039,2.055349,4.287994,-0.055055,0.17604,-0.180222
-0.060038,2.165349,4.337997,-0.041055,0.14804,-0.179222
0.439962,2.035349,4.387993,-0.007055,0.11404,-0.176222
0.519962,2.235349,4.297997,-0.009055,0.10204,-0.174222
0.409962,2.345349,4.587997,-0.009055,0.09604,-0.172222
0.419962,2.075349,4.567993,-0.017055,0.13804,-0.173222
0.329962,1.695349,4.197998,-0.037055,0.20404,-0.175222
-0.280037,2.045349,5.227997,-0.085055,0.15004,-0.176222
0.589962,1.195349,4.137993,-0.054055,0.16204,-0.178222
0.599962,1.225349,4.617996,-0.069055,0.12404,-0.174222
0.659962,1.405349,4.887993,-0.039055,0.11604,-0.174222
0.139963,2.485349,4.757996,-0.067055,0.09704,-0.176222
0.539963,1.825349,4.237991,-0.038055,0.17804,-0.177222
-0.090038,2.205349,4.857994,-0.070055,0.15104,-0.175222
-0.840038,3.175349,4.197998,-0.088055,0.13504,-0.169222
-0.190037,2.365349,4.427994,-0.017055,0.17504,-0.174222
-0.290037,2.515349,4.337997,-0.025055,0.10704,-0.174222
-0.270039,1.615349,3.477997,-0.009055,0.14904,-0.175222
-0.180038,1.355349,4.587997,-0.054055,0.14104,-0.178222
0.209963,1.845349,4.577995,-0.058055,0.13604,-0.177222
-0.520039,2.745349,4.227997,-0.074055,0.16004,-0.171222
-0.120037,2.525349,3.847992,-0.051055,0.16604,-0.174222
0.969963,1.305349,4.087997,-0.014055,0.13804,-0.181222
0.469963,1.175349,4.177994,-0.030055,0.13904,-0.179222
-0.130037,1.965349,4.357994,-0.042055,0.15604,-0.177222
0.369963,2.595349,3.837997,-0.031055,0.16304,-0.177222
0.239962,2.465349,4.447998,-0.038055,0.17904,-0.177222
0.269962,1.695349,4.747993,-0.018055,0.19904,-0.176222
-0.060038,2.095349,4.837997,-0.062055,0.12604,-0.177222
0.289963,1.545349,4.877998,-0.035055,0.14004,-0.176222
0.009962,2.105349,4.757996,-0.040055,0.10704,-0.175222
0.669962,1.745349,4.927994,-0.005055,0.13704,-0.176222
0.579962,1.715349,4.757996,-0.058055,0.13204,-0.178222
0.819962,1.615349,3.757996,-0.042055,0.15304,-0.176222
-0.030037,2.445349,4.247993,-0.035055,0.13404,-0.171222
-0.260038,1.975349,4.027992,-0.007055,0.17004,-0.173222
-0.380037,2.165349,4.477997,-0.027055,0.14504,-0.173222
0.069962,2.185349,4.497993,-0.038055,0.14404,-0.173222
-3.8e-05,2.005349,4.897995,-0.089055,0.15804,-0.176222
0.079962,2.045349,4.677994,-0.071055,0.15704,-0.175222
0.479961,2.035349,4.357994,-5.5e-05,0.13604,-0.174222
0.259962,2.325349,4.707993,-0.008055,0.11904,-0.174222
0.329962,2.295349,4.677994,0.009945,0.14904,-0.174222
0.239962,2.545349,4.987991,-0.029055,0.12904,-0.176222
0.789963,1.225349,4.917992,-0.091055,0.15304,-0.183222
0.729961,0.255349,3.887993,-0.099055,0.15404,-0.181222
0.339962,0.875349,4.367996,-0.068055,0.08204,-0.177222
0.239962,0.625349,4.177994,-0.019055,0.13604,-0.181222
-0.450037,1.525349,3.827995,-0.025055,0.17404,-0.175222
-0.630037,2.565349,3.787994,-0.067055,0.14104,-0.174222
-0.170038,1.935349,4.327995,-0.056055,0.17804,-0.174222
-0.580038,2.555349,4.167992,-0.121055,0.11904,-0.172222
-0.060038,2.105349,4.107994,-0.085055,0.13204,-0.172222
0.199963,2.045349,3.887993,-0.050055,0.16604,-0.176222
0.129963,2.065349,4.487991,-0.064055,0.15904,-0.177222
0.289963,2.045349,4.437996,-0.047055,0.17204,-0.176222
-0.160038,2.565349,4.477997,-0.074055,0.14704,-0.181222
-0.050037,2.055349,5.257996,-0.065055,0.15204,-0.172222
-0.310038,2.625349,4.587997,-0.057055,0.11104,-0.175222
-0.670038,2.175349,4.297997,-0.033055,0.14304,-0.170222
0.049963,1.645349,3.367996,0.042945,0.15204,-0.171222
0.409962,1.995349,2.907997,0.045945,0.14104,-0.174222
-0.230038,2.325349,3.737991,-0.002055,0.17904,-0.172222
-0.400038,2.415349,3.717995,-0.076055,0.12404,-0.177222
0.529963,1.085349,3.687996,-0.133055,0.13204,-0.176222
0.909962,1.075349,4.107994,-0.121055,0.14004,-0.178222
0.649961,1.505349,4.587997,-0.092055,0.14404,-0.166222
0.439962,1.945349,4.657997,-0.103055,0.13004,-0.169222
0.539963,1.475349,5.167992,-0.102055,0.20904,-0.173222
-0.720037,0.695349,4.317993,-0.121055,0.24304,-0.171222
-1.580038,1.985349,4.407997,-0.102055,0.14904,-0.169222
-0.840038,2.265349,3.907997,-0.018055,0.19304,-0.160222
-0.770039,2.665349,3.817993,-0.010055,0.11804,-0.166222
-0.410038,1.635349,4.137993,0.030945,0.15304,-0.158222
-0.630037,1.635349,3.897995,-0.001055,0.16304,-0.160222
-0.470037,1.185349,4.117996,-0.041055,0.13104,-0.168222
0.129963,0.165349,3.887993,-0.102055,0.15204,-0.172222
0.639963,1.005349,3.917992,-0.130055,0.11104,-0.178222
0.329962,1.565349,4.497993,-0.108055,0.11504,-0.163222
0.989962,1.675349,4.477997,-0.043055,0.16004,-0.168222
-0.130037,2.785349,4.597992,-0.087055,0.18204,-0.170222
-0.760038,2.375349,4.507996,-0.093055,0.20004,-0.163222
-0.110037,1.855349,5.257996,-0.108055,0.08804,-0.170222
0.309963,0.685349,4.457993,-0.060055,0.13404,-0.162222
-0.390038,1.915349,3.547997,-0.004055,0.10704,-0.159222
-1.570038,1.635349,3.437996,-0.062055,0.07804,-0.163222
-0.270039,-0.374651,3.887993,-0.047055,0.14104,-0.167222
0.319962,1.045349,4.527992,-0.024055,0.12904,-0.179222
-1.080038,2.585349,4.047997,-0.081055,0.18304,-0.164222
0.999962,2.775349,3.057999,-0.041055,0.20304,-0.163222
0.769962,2.885349,3.687996,-0.076055,0.22404,-0.170222
0.199963,2.925349,4.027992,-0.098055,0.21404,-0.166222
0.039963,3.025349,5.347992,-0.124055,0.15404,-0.167222
-0.900038,2.045349,4.617996,-0.137055,0.17804,-0.154222
0.379963,0.915349,4.777992,-0.021055,0.14604,-0.162222
-0.390038,1.125349,4.907997,-0.052055,0.11404,-0.170222
-0.600039,1.785349,3.537994,-0.035055,0.07304,-0.161222
-1.170038,1.315349,3.767998,-0.013055,0.10304,-0.166222
-1.180038,0.665349,3.787994,-0.057055,0.18604,-0.163222
-0.140038,1.545349,3.207993,-0.034055,0.19304,-0.163222
-0.400038,1.835349,3.647995,-0.037055,0.21904,-0.167222
0.459963,2.485349,3.677994,-0.021055,0.20904,-0.166222
-0.190037,3.235349,4.037994,-0.039055,0.21504,-0.166222
-0.820038,3.295349,4.397995,-0.085055,0.18404,-0.156222
-0.200037,2.325349,5.187996,-0.063055,0.21804,-0.163222
-1.420038,2.065349,5.147995,-0.096055,0.21804,-0.166222
-0.300037,1.705349,3.357994,0.068945,0.17904,-0.166222
-1.500038,2.575349,2.907997,0.007945,0.11104,-0.168222
-1.070038,1.735349,3.217995,0.028945,0.18604,-0.164222
-1.260038,2.785349,2.197998,0.004945,0.16704,-0.169222
-0.730038,1.925349,2.887993,-5.5e-05,0.21404,-0.169222
-0.160038,2.135349,3.117996,-0.025055,0.18604,-0.166222
0.229961,1.615349,3.467995,-0.016055,0.22304,-0.173222
1.589962,2.015349,4.287994,-0.018055,0.18404,-0.170222
0.139963,3.185349,4.297997,-0.162055,0.22004,-0.167222
-0.330038,2.135349,4.407997,-0.168056,0.25704,-0.165222
-0.440037,2.615349,4.527992,-0.149056,0.14304,-0.167222
-0.600039,1.545349,5.127998,-0.073055,0.21104,-0.165222
-0.930038,2.445349,4.087997,-0.060055,0.09704,-0.162222
-1.380037,2.285349,3.627998,-0.066055,0.09004,-0.161222
-0.650038,1.575349,3.147995,-0.001055,0.10604,-0.162222
-0.140038,1.605349,3.047997,0.070945,0.15604,-0.170222
-0.770039,2.095349,2.767998,-0.005055,0.16304,-0.168222
0.179962,2.015349,3.347992,-0.032055,0.12604,-0.170222
0.799963,1.025349,4.307999,-0.058055,0.16504,-0.171222
1.299963,1.545349,3.617996,-0.072055,0.15604,-0.172222
0.149961,2.465349,4.857994,-0.129055,0.18804,-0.162222
-0.520039,2.005349,4.517998,-0.146055,0.20804,-0.163222
-0.480038,2.375349,4.377998,-0.089055,0.13004,-0.166222
-0.800037,1.505349,4.567993,-0.038055,0.17804,-0.168222
-0.680038,1.595349,4.067993,-0.017055,0.12304,-0.169222
-0.040037,0.815349,3.257996,0.045945,0.17804,-0.168222
-0.550037,1.255349,4.617996,-0.007055,0.10804,-0.168222
-0.270039,0.745349,3.337997,-0.001055,0.12804,-0.164222
-0.170038,-0.074651,4.437996,-0.059055,0.18104,-0.169222
1.469963,0.795349,3.907997,-0.054055,0.16204,-0.168222
-0.210037,2.545349,3.837997,-0.143055,0.21104,-0.162222
0.019962,3.375349,3.237991,-0.158055,0.20504,-0.161222
0.749962,2.815349,5.417995,-0.135055,0.11304,-0.165222
-0.010038,1.705349,5.147995,-0.087055,0.18104,-0.170222
-0.350039,2.375349,3.947998,-0.031055,0.15604,-0.164222
-1.650038,1.995349,4.967995,-0.060055,0.14304,-0.163222
-0.620037,0.835349,4.157997,0.026945,0.17304,-0.163222
-1.130037,2.795349,4.147995,-0.038055,0.09004,-0.162222
-0.270039,1.885349,3.817993,0.031945,0.17504,-0.163222
-0.230038,2.155349,2.857994,0.027945,0.18004,-0.168222
-0.530037,2.175349,3.727997,0.017945,0.22304,-0.170222
-0.620037,2.155349,3.617996,-0.038055,0.18604,-0.166222
-0.940037,2.015349,4.507996,-0.094055,0.21904,-0.165222
-0.060038,2.645349,4.487991,-0.104055,0.19304,-0.164222
0.549963,2.325349,4.107994,-0.096055,0.16204,-0.170222
-0.690037,1.375349,4.847992,-0.098055,0.18904,-0.166222
-0.730038,1.515349,4.987991,-0.039055,0.12904,-0.164222
-1.340038,1.305349,4.847992,-0.038055,0.12704,-0.163222
-1.530037,1.655349,3.517998,-0.007055,0.13404,-0.163222
-0.520039,2.845349,3.217995,0.035945,0.13104,-0.165222
0.319962,1.765349,3.837997,0.025945,0.20704,-0.169222
0.359962,1.815349,3.777992,-0.012055,0.18904,-0.172222
-0.650038,2.815349,4.207993,-0.029055,0.21304,-0.168222
-0.680038,2.935349,3.697998,-0.044055,0.21304,-0.167222
0.359962,1.855349,4.847992,-0.017055,0.17504,-0.166222
0.519962,1.895349,5.287994,-0.053055,0.12304,-0.169222
-0.030037,2.605349,3.457993,-0.065055,0.16504,-0.169222
-1.680038,2.905349,3.597992,-0.076055,0.19104,-0.167222
-1.490038,2.425349,3.777992,-0.083055,0.17604,-0.171222
-0.380037,1.795349,3.487991,-0.002055,0.23504,-0.174222
-0.060038,1.765349,3.487991,0.006945,0.17304,-0.178222
0.419962,0.755349,4.267998,0.000945,0.15704,-0.173222
-0.640038,1.685349,4.187996,-0.062055,0.15204,-0.169222
-0.490038,2.045349,3.727997,-0.052055,0.17004,-0.168222
0.089962,1.165349,5.467995,-0.042055,0.18604,-0.174222
0.359962,1.485349,5.267998,-0.067055,0.15704,-0.173222
0.279963,1.705349,5.297997,-0.079055,0.14404,-0.173222
0.729961,0.775349,4.987991,-0.059055,0.17104,-0.183222
-3.8e-05,2.025349,3.467995,-0.067055,0.10304,-0.174222
-0.790037,2.175349,3.747993,-0.051055,0.11804,-0.175222
-0.740038,2.155349,3.877998,-0.031055,0.09604,-0.168222
-0.630037,1.405349,4.467995,0.009945,0.13004,-0.169222
-0.840038,1.415349,3.907997,-0.004055,0.15604,-0.175222
0.399961,1.635349,3.677994,0.006945,0.14504,-0.173222
-0.080038,1.915349,4.487991,-0.045055,0.19704,-0.175222
-0.800037,3.165349,4.377998,-0.098055,0.16404,-0.168222
-0.230038,2.555349,5.187996,-0.045055,0.20004,-0.172222
-0.270039,2.315349,4.557999,-0.040055,0.21304,-0.180222
-0.210037,2.485349,4.257996,-0.039055,0.16304,-0.174222
-1.040037,2.245349,4.767998,-0.062055,0.14904,-0.173222
-0.810038,1.955349,4.687996,-0.046055,0.12604,-0.170222
-1.270039,1.825349,4.857994,-0.029055,0.14504,-0.174222
-0.740038,1.305349,3.687996,0.032945,0.18604,-0.178222
-0.050037,2.125349,4.147995,0.023945,0.14304,-0.174222
-0.650038,2.615349,3.747993,-0.052055,0.18804,-0.178222
0.429962,2.475349,3.727997,-0.022055,0.21804,-0.173222
0.289963,2.615349,5.057999,-0.057055,0.18404,-0.175222
-0.130037,2.425349,4.367996,-0.117055,0.14904,-0.169222
-0.270039,2.555349,4.527992,-0.091055,0.15704,-0.168222
-0.990038,2.505349,5.217995,-0.052055,0.20204,-0.176222
-0.350039,2.005349,4.417992,0.007945,0.18304,-0.178222
-0.930038,2.225349,4.517998,-0.032055,0.13704,-0.179222
-0.720037,2.115349,3.227997,0.015945,0.18104,-0.173222
-1.580038,2.525349,2.967995,-0.020055,0.15904,-0.172222
-1.300037,1.885349,3.557999,-0.012055,0.18004,-0.176222
-0.620037,2.345349,3.677994,0.014945,0.18704,-0.178222
-0.260038,1.795349,4.077995,0.015945,0.27104,-0.184222
0.169962,2.325349,3.137993,-0.055055,0.21904,-0.177222
-0.330038,2.895349,4.357994,-0.118055,0.16404,-0.176222
0.079962,1.865349,4.427994,-0.053055,0.23704,-0.173222
-0.350039,2.315349,4.547997,-0.073055,0.18804,-0.176222
-0.080038,1.895349,4.437996,-0.076055,0.18004,-0.183222
0.259962,1.945349,3.567993,-0.053055,0.11604,-0.179222
-0.110037,1.785349,4.687996,-0.025055,0.12504,-0.184222
-0.230038,1.965349,3.507996,-0.009055,0.13104,-0.180222
-0.690037,1.875349,3.317993,-0.029055,0.12204,-0.180222
-0.640038,1.485349,3.677994,-0.045055,0.13304,-0.184222
0.139963,1.335349,3.147995,-0.017055,0.15704,-0.182222
-0.090038,1.445349,4.187996,-0.050055,0.16204,-0.182222
0.559963,2.205349,4.577995,-0.032055,0.16004,-0.177222
-0.270039,3.085349,4.417992,-0.111055,0.19404,-0.174222
0.009962,2.525349,3.897995,-0.085055,0.25004,-0.178222
0.139963,2.675349,4.327995,-0.062055,0.18004,-0.180222
0.039963,2.295349,3.987991,-0.037055,0.19304,-0.185222
0.069962,2.425349,3.757996,-0.009055,0.16504,-0.184222
-0.560038,1.825349,3.487991,-0.051055,0.13804,-0.183222
0.029963,0.975349,3.547997,-0.008055,0.14604,-0.180222
0.069962,1.135349,3.957993,0.013945,0.15104,-0.182222
-0.070038,1.265349,3.807999,0.024945,0.19804,-0.182222
0.339962,2.705349,3.707993,-0.028055,0.12504,-0.180222
0.299963,2.745349,3.177994,-0.073055,0.19904,-0.181222
-0.340038,3.285349,4.107994,-0.070055,0.22204,-0.182222
0.309963,2.605349,4.217995,-0.033055,0.23204,-0.187222
-0.070038,2.365349,4.677994,-0.113055,0.15704,-0.182222
-0.100039,2.665349,3.727997,-0.103055,0.09804,-0.184222
-0.390038,1.815349,3.777992,-0.082055,0.11804,-0.180222
-0.180038,1.225349,5.457996,-0.080055,0.10104,-0.180222
-0.090038,0.215349,5.007996,-5.5e-05,0.18904,-0.183222
-1.250038,1.365349,3.427994,-0.043055,0.19004,-0.181222
-0.370037,1.535349,3.217995,-0.036055,0.18204,-0.184222
-0.630037,2.045349,4.177994,-0.082055,0.11304,-0.183222
0.219963,2.265349,3.827995,-0.028055,0.14304,-0.184222
0.039963,2.105349,3.707993,-0.087055,0.23804,-0.183222
-0.330038,2.485349,4.117996,-0.138055,0.22104,-0.182222
-0.200037,2.615349,4.577995,-0.087055,0.21104,-0.183222
-0.300037,2.465349,3.377998,-0.048055,0.24904,-0.183222
-0.530037,2.765349,4.227997,-0.060055,0.18104,-0.181222
-0.060038,1.905349,4.057999,-0.047055,0.18304,-0.183222
0.219963,1.705349,4.327995,-0.031055,0.13004,-0.183222
0.199963,1.435349,4.857994,-0.008055,0.13304,-0.184222
-0.130037,1.775349,3.177994,-0.007055,0.17204,-0.183222
0.029963,2.415349,3.147995,-0.042055,0.13304,-0.184222
0.389963,1.975349,4.007996,-0.075055,0.13104,-0.183222
0.379963,2.565349,4.557999,-0.047055,0.15604,-0.185222
0.619963,2.495349,3.817993,0.010945,0.24204,-0.187222
0.189962,2.595349,4.317993,-0.058055,0.18804,-0.187222
0.319962,2.395349,4.647995,-0.066055,0.16404,-0.185222
-0.070038,2.005349,4.217995,-0.034055,0.20704,-0.184222
-0.240038,1.975349,4.167992,-0.030055,0.21104,-0.181222
-0.370037,1.535349,3.827995,-0.075055,0.18004,-0.181222
0.129963,1.105349,3.857994,-0.026055,0.16504,-0.185222
-0.430038,1.375349,3.077995,-0.033055,0.15104,-0.184222
-0.630037,1.275349,3.557999,-0.042055,0.17204,-0.184222
-0.600039,2.375349,3.367996,-0.055055,0.15204,-0.182222
-0.230038,2.235349,3.357994,-0.035055,0.18604,-0.183222
0.309963,2.655349,3.857994,-0.006055,0.19804,-0.184222
0.359962,2.845349,3.597992,-0.026055,0.19504,-0.184222
0.079962,2.755349,3.817993,-0.063055,0.17104,-0.185222
0.389963,1.985349,4.897995,-0.078055,0.19704,-0.185222
-0.230038,1.775349,4.537994,-0.131055,0.18104,-0.183222
-0.170038,1.675349,4.727997,-0.081055,0.18104,-0.184222
-0.270039,1.875349,4.397995,-0.044055,0.20204,-0.185222
-0.470037,2.555349,3.397995,-0.018055,0.15104,-0.188222
0.009962,1.865349,3.397995,-0.012055,0.13504,-0.185222
-0.190037,1.895349,3.187996,-0.050055,0.12204,-0.182222
0.199963,1.875349,3.337997,-0.021055,0.14804,-0.181222
0.159962,1.695349,3.817993,-0.047055,0.18304,-0.183222
0.499962,1.455349,3.847992,-0.053055,0.19404,-0.182222
-0.080038,2.045349,4.137993,-0.107055,0.16304,-0.180222
0.229961,2.245349,4.407997,-0.065055,0.19704,-0.180222
0.419962,2.285349,4.897995,-0.043055,0.18004,-0.181222
0.699963,1.975349,4.997993,-0.065055,0.14904,-0.184222
0.299963,2.365349,4.517998,-0.093055,0.15804,-0.181222
-0.650038,2.725349,4.867996,-0.115055,0.15804,-0.182222
-0.320038,2.515349,4.067993,-0.073055,0.14304,-0.181222
-0.770039,1.845349,3.897995,-0.031055,0.18404,-0.184222
-0.760038,1.555349,4.677994,-0.001055,0.17604,-0.182222
-0.050037,1.425349,4.187996,-0.025055,0.13304,-0.181222
0.459963,1.155349,3.617996,-0.015055,0.12404,-0.181222
0.919962,1.115349,3.867996,0.044945,0.16604,-0.186222
0.039963,1.825349,3.607994,-0.011055,0.21004,-0.183222
-0.170038,2.015349,3.947998,-0.044055,0.20604,-0.183222
